INSERT INTO fa22_sg_order_product (quantity, actual_price, product_id, order_id) VALUES 
('4', '148.56', 'OFF-SU-4303', 'IN-2014-MM1726027-41933'), 
('2', '10.37', 'OFF-PA-6586', 'CA-2014-CL12565140-41768'), 
('2', '424.2', 'OFF-ST-5701', 'IS-2014-SM1000563-41910'), 
('4', '202.2', 'OFF-BI-2899', 'ES-2014-AT1073545-41859'), 
('2', '162.54', 'TEC-AC-4156', 'ES-2015-BV1124548-42164'), 
('3', '338.42', 'FUR-BO-3630', 'IN-2015-CS124007-42148'), 
('5', '207.9', 'OFF-SU-3001', 'ID-2015-LR170357-42315'), 
('1', '355.56', 'TEC-CO-6010', 'IV-2015-BP105029-42140'), 
('3', '159.3', 'FUR-CH-4631', 'IN-2014-KT1646558-41902'), 
('4', '497.64', 'TEC-CO-6004', 'IN-2015-MR175457-42074'), 
('1', '211.62', 'OFF-ST-5700', 'IZ-2015-RD972061-42311'), 
('6', '724.93', 'FUR-CH-5806', 'IN-2015-SC2077088-42010'), 
('3', '930.0', 'FUR-CH-5441', 'MX-2013-RM1967528-41580'), 
('2', '207.86', 'TEC-AC-4187', 'US-2015-SJ202155-42287'), 
('7', '228.48', 'OFF-ST-6066', 'MX-2012-JW1607582-40989'), 
('5', '244.35', 'FUR-FU-6239', 'ES-2014-DW1358564-41817'), 
('2', '414.66', 'OFF-ST-4266', 'SG-2014-GP4740111-41679'), 
('2', '17.46', 'OFF-BI-4567', 'CA-2015-CL12565140-42081'), 
('5', '256.35', 'OFF-BI-3725', 'ES-2014-RD19480139-41982'), 
('4', '76.92', 'OFF-FA-6186', 'SF-2015-DN3690117-42357'), 
('2', '115.68', 'OFF-ST-4282', 'EG-2015-GM444038-42368'), 
('2', '298.68', 'FUR-BO-5972', 'ES-2012-PM19135139-41272'), 
('4', '11.26', 'OFF-BI-5979', 'CA-2012-CL12565140-41101'), 
('3', '349.87', 'FUR-BO-5950', 'US-2014-BM1114018-41843'), 
('5', '262.95', 'OFF-BI-2900', 'IN-2015-Co1264058-42326'), 
('2', '226.84', 'TEC-PH-3146', 'IN-2012-SW2045559-41215'), 
('4', '105.52', 'OFF-EN-4915', 'MX-2012-TB2105582-40922'), 
('3', '432.29', 'FUR-CH-4563', 'ID-2014-AF1087097-42001'), 
('3', '193.93', 'TEC-PH-5824', 'ES-2012-KW1657045-41043'), 
('9', '242.2', 'OFF-ST-6057', 'ID-2014-SP20620102-41879'), 
('3', '367.7', 'FUR-CH-4654', 'US-2012-VG2179018-41019'), 
('7', '379.68', 'OFF-ST-6283', 'IN-2013-AR1034527-41498'), 
('2', '100.5', 'FUR-FU-6236', 'BU-2014-CS186019-41993'), 
('2', '100.92', 'FUR-FU-6271', 'MO-2013-CY274586-41606'), 
('6', '212.22', 'OFF-SU-6163', 'IN-2014-TB2140066-41873'), 
('4', '408.36', 'OFF-ST-6263', 'ID-2014-HG15025118-41873'), 
('6', '27.24', 'OFF-BI-3265', 'CA-2014-CL12565140-41947'), 
('9', '237.17', 'TEC-AC-5126', 'IN-2013-VP217307-41472'), 
('2', '505.99', 'TEC-CO-3608', 'MX-2015-PK1907528-42361'), 
('3', '344.64', 'TEC-MA-5003', 'MX-2014-DP1300018-41909'), 
('3', '497.7', 'FUR-CH-4704', 'IN-2014-AP1072027-41899'), 
('5', '220.65', 'TEC-AC-5131', 'ID-2014-CS1195027-41943'), 
('4', '22.72', 'OFF-BI-6395', 'CA-2014-CL12565140-41788'), 
('3', '387.52', 'TEC-MA-5544', 'ID-2012-MS17365102-40915'), 
('5', '546.89', 'FUR-BO-3893', 'ES-2014-TT2146045-41860'), 
('4', '118.44', 'OFF-SU-2980', 'ES-2015-VM2168545-42140'), 
('7', '21.73', 'OFF-EN-5582', 'CA-2012-CL12565140-41161'), 
('12', '1673.18', 'FUR-TA-3768', 'US-2015-CR12580140-42312'), 
('3', '149.58', 'OFF-AR-3554', 'ES-2014-JC1534045-41887'), 
('5', '199.75', 'TEC-AC-5237', 'US-2015-CR12580140-42312'), 
('2', '528.0', 'TEC-MA-5007', 'ES-2015-NS1850545-42307'), 
('4', '234.32', 'TEC-CO-3600', 'MX-2014-LB1679598-41933'), 
('4', '195.72', 'FUR-FU-3931', 'RS-2015-DV3045108-42011'), 
('3', '230.38', 'OFF-ST-5783', 'CA-2014-CR12580140-41748'), 
('3', '215.55', 'TEC-PH-5261', 'ES-2013-CK1276044-41454'), 
('7', '10.53', 'OFF-FA-6129', 'CA-2014-CR12580140-41906'), 
('2', '9.66', 'OFF-PA-3013', 'CA-2014-CR12580140-41748'), 
('3', '796.14', 'TEC-MA-5546', 'ES-2013-TB2152045-41425'), 
('3', '25.35', 'OFF-SU-4115', 'CA-2014-CR12580140-41968'), 
('4', '95.94', 'OFF-PA-6602', 'MX-2015-LC1687036-42264'), 
('2', '834.62', 'FUR-CH-5776', 'ES-2013-MJ1774048-41403'), 
('3', '512.16', 'TEC-CO-3593', 'IN-2012-PG188207-41266'), 
('1', '318.3', 'FUR-TA-3355', 'IR-2014-RW969060-41732'), 
('3', '332.28', 'FUR-CH-4701', 'MX-2012-MP1747028-41255'), 
('4', '190.44', 'OFF-AR-6128', 'IN-2014-KB1624058-41760'), 
('7', '289.8', 'FUR-FU-4761', 'CA-2013-CK12595140-41466'), 
('1', '308.34', 'TEC-MA-4199', 'PL-2015-MH7455103-42277'), 
('3', '378.32', 'TEC-CO-3684', 'MX-2013-BT1148518-41627'), 
('2', '302.04', 'TEC-CO-3611', 'US-2013-CB1253555-41632'), 
('3', '224.05', 'TEC-AC-5866', 'IN-2014-AB100157-41815'), 
('6', '74.52', 'OFF-SU-4124', 'IN-2014-AM103607-41864'), 
('4', '187.68', 'OFF-EN-5031', 'ZA-2013-CS2505146-41277'), 
('4', '263.6', 'OFF-AP-4950', 'MX-2015-MS1777093-42335'), 
('3', '323.37', 'TEC-AC-5609', 'US-2014-CK12595140-41797'), 
('1', '197.49', 'OFF-ST-6049', 'IZ-2014-GM450061-41998'), 
('8', '341.49', 'FUR-CH-5381', 'CA-2013-CK12595140-41466'), 
('5', '206.82', 'FUR-CH-5368', 'ES-2013-SC20230139-41605'), 
('1', '165.51', 'FUR-CH-5806', 'MA-2013-MH729077-41521'), 
('7', '93.11', 'FUR-FU-5741', 'IT-2014-VB21745139-41761'), 
('9', '78.66', 'OFF-LA-3262', 'MX-2015-RB1946551-42341'), 
('1', '249.9', 'FUR-TA-3770', 'MX-2014-RM1937539-41725'), 
('7', '390.6', 'TEC-PH-3143', 'US-2014-TB2128055-41941'), 
('2', '417.22', 'FUR-BO-5787', 'MX-2012-EJ1415582-40990'), 
('2', '194.29', 'TEC-MA-6138', 'ID-2015-EJ1415592-42299'), 
('4', '195.26', 'OFF-ST-6283', 'ES-2012-TG2131045-41137'), 
('2', '219.9', 'FUR-FU-5728', 'CG-2012-TC1147533-41086'), 
('9', '167.22', 'OFF-BI-3188', 'MX-2012-CK1232531-41171'), 
('2', '678.75', 'FUR-BO-3902', 'ID-2015-BF1117059-42312'), 
('2', '216.33', 'FUR-BO-4858', 'IN-2015-RH1960088-42185'), 
('3', '382.21', 'TEC-CO-3594', 'MX-2014-JC1577551-41826'), 
('5', '396.45', 'TEC-AC-5865', 'IN-2012-HM1498027-41135'), 
('7', '268.24', 'OFF-PA-6492', 'CA-2015-CK12595140-42326'), 
('10', '119.94', 'TEC-PH-5648', 'CA-2015-CK12595140-42323'), 
('4', '165.12', 'OFF-SU-3003', 'IR-2014-CD198060-41892'), 
('6', '164.75', 'OFF-PA-6617', 'ID-2014-CC124307-41990'), 
('6', '179.94', 'TEC-AC-5138', 'US-2014-CK12595140-41797'), 
('4', '689.93', 'OFF-ST-4267', 'ID-2014-KD1649559-41807'), 
('2', '183.42', 'FUR-CH-5452', 'IN-2013-MC181007-41488'), 
('2', '206.75', 'TEC-CO-4571', 'MX-2015-JB1604536-42298'), 
('5', '136.58', 'OFF-SU-2993', 'ID-2014-PW1924059-41726'), 
('3', '173.79', 'FUR-CH-5433', 'IN-2014-SC2069527-41880'), 
('2', '230.88', 'TEC-MA-4211', 'ES-2015-TS21205139-42262'), 
('1', '161.31', 'OFF-AP-3572', 'MX-2014-EB1411036-41643'), 
('2', '333.9', 'FUR-CH-5411', 'IN-2014-TS2165527-41933'), 
('2', '69.52', 'OFF-ST-4612', 'CA-2014-CK12595140-41902'), 
('2', '240.16', 'FUR-CH-4563', 'MX-2015-MC1742539-42104'), 
('6', '303.3', 'OFF-BI-2899', 'ES-2014-SP2092045-41990'), 
('3', '111.12', 'TEC-AC-3398', 'MX-2014-KN1645082-41983'), 
('3', '341.5', 'TEC-CO-4771', 'MX-2014-LR1703539-41881'), 
('3', '224.37', 'FUR-CH-4544', 'IT-2015-MK18160124-42347'), 
('2', '378.89', 'FUR-CH-4531', 'US-2012-RC1982598-40981'), 
('4', '205.68', 'OFF-BI-4817', 'ES-2015-AF108858-42148'), 
('8', '225.36', 'TEC-AC-5216', 'ES-2014-JH1591045-41996'), 
('2', '159.3', 'FUR-CH-4547', 'MX-2015-CK1232536-42235'), 
('5', '197.64', 'OFF-EN-3096', 'ID-2015-LW172157-42293'), 
('6', '283.99', 'OFF-BI-2900', 'ES-2015-PT19090139-42223'), 
('3', '167.83', 'OFF-ST-5710', 'ES-2015-CM1193548-42244'), 
('5', '258.9', 'OFF-BI-4818', 'ES-2014-DK1298548-41711'), 
('4', '231.48', 'OFF-ST-4284', 'MZ-2014-BM157587-41842'), 
('4', '105.72', 'OFF-ST-4263', 'IR-2015-BD172560-42221'), 
('3', '399.74', 'TEC-MA-5574', 'ID-2015-CS11845118-42168'), 
('2', '273.2', 'TEC-CO-4581', 'ID-2013-GR1456059-41320'), 
('2', '211.97', 'FUR-CH-5794', 'IT-2015-TG21640120-42262'), 
('6', '280.44', 'OFF-AR-5932', 'GH-2012-CC267049-41122'), 
('2', '171.42', 'FUR-CH-5802', 'IN-2013-KB1660058-41537'), 
('1', '134.91', 'FUR-CH-5795', 'IN-2014-MH1729058-41956'), 
('5', '431.16', 'TEC-AC-5609', 'CA-2015-CK12595140-42326'), 
('9', '134.46', 'OFF-EN-4924', 'MX-2013-TH2111518-41639'), 
('4', '222.56', 'TEC-AC-4155', 'MX-2015-MP1796582-42342'), 
('4', '446.58', 'TEC-CO-6002', 'IN-2012-BD117257-41151'), 
('8', '62.21', 'OFF-LA-3311', 'IN-2012-MA175607-41168'), 
('3', '598.68', 'TEC-CO-4776', 'MX-2014-AA1064531-41810'), 
('6', '25.34', 'FUR-FU-5170', 'CA-2013-CK12595140-41466'), 
('2', '283.2', 'OFF-ST-5692', 'ES-2014-JH1618014-41724'), 
('3', '59.94', 'OFF-PA-6461', 'US-2014-CK12595140-41797'), 
('2', '160.22', 'FUR-CH-4560', 'ID-2012-RF1973597-40962'), 
('3', '157.97', 'FUR-CH-5439', 'ES-2015-CR12730120-42216'), 
('1', '164.13', 'FUR-CH-4564', 'IN-2013-SC202307-41576'), 
('3', '26.85', 'TEC-AC-4945', 'US-2014-CK12595140-41797'), 
('6', '306.94', 'OFF-ST-4056', 'US-2012-LB167355-41172'), 
('6', '37.44', 'OFF-PA-3115', 'CA-2015-CK12595140-42059'), 
('14', '315.0', 'OFF-PA-4169', 'IN-2015-CS1225058-42315'), 
('3', '64.14', 'OFF-BI-6317', 'US-2014-CK12595140-41797'), 
('5', '250.8', 'FUR-FU-5718', 'IN-2014-KT1646558-41902'), 
('4', '478.33', 'FUR-CH-4684', 'ID-2012-LC169307-41131'), 
('1', '132.56', 'TEC-CO-4568', 'IT-2015-TB21625124-42127'), 
('5', '641.4', 'TEC-AC-3403', 'ID-2014-VT2170097-41912'), 
('8', '136.8', 'FUR-FU-3038', 'ES-2014-CS1213045-41769'), 
('5', '391.86', 'FUR-BO-5961', 'US-2012-SW2027555-40996'), 
('5', '133.2', 'OFF-AR-3538', 'IT-2015-TS21610139-42173'), 
('4', '116.54', 'TEC-AC-5201', 'US-2012-EM14140143-41049'), 
('3', '476.36', 'FUR-CH-5454', 'IN-2012-BW111107-40955'), 
('5', '231.15', 'OFF-EN-3661', 'IN-2015-CS1246011-42074'), 
('7', '293.58', 'TEC-AC-3378', 'ES-2015-DK13225120-42259'), 
('3', '11.67', 'OFF-BI-3250', 'US-2014-CK12595140-41797'), 
('4', '283.26', 'OFF-ST-5693', 'ES-2015-BE11455124-42040'), 
('2', '152.5', 'FUR-CH-5406', 'ES-2012-SC2057545-41171'), 
('8', '84.0', 'OFF-PA-6608', 'TU-2014-TB11625134-41971'), 
('14', '421.96', 'TEC-AC-5220', 'MX-2013-NM1844593-41343'), 
('8', '232.08', 'OFF-AR-5923', 'IN-2013-CW1190558-41527'), 
('3', '29.34', 'OFF-FA-6129', 'CA-2014-CK12595140-41711'), 
('3', '185.04', 'OFF-ST-5709', 'IN-2012-NW1840078-40946'), 
('3', '80.73', 'OFF-SU-2979', 'IN-2012-JK1532527-41030'), 
('2', '517.92', 'TEC-AC-3405', 'MO-2014-LC696086-41660'), 
('2', '336.06', 'TEC-PH-5336', 'ES-2015-RB19795139-42019'), 
('5', '24.7', 'FUR-FU-3830', 'CA-2014-CK12595140-41738'), 
('4', '6.48', 'OFF-BI-2869', 'CA-2013-CK12595140-41466'), 
('7', '287.28', 'TEC-AC-5862', 'IN-2015-RD1972027-42144'), 
('5', '219.75', 'FUR-FU-3932', 'ES-2012-TG2131045-41137'), 
('9', '512.28', 'TEC-AC-3386', 'MX-2015-SH2063582-42234'), 
('1', '359.85', 'TEC-CO-4790', 'IN-2012-MZ1733527-41116'), 
('4', '383.9', 'TEC-CO-4578', 'KZ-2012-MM805568-41109'), 
('6', '171.18', 'FUR-FU-4103', 'EN-2014-MM828042-41753'), 
('4', '153.0', 'OFF-EN-3101', 'IN-2014-NC1862592-41801'), 
('3', '520.38', 'TEC-PH-5248', 'ES-2015-SC20050139-42091'), 
('2', '226.4', 'FUR-BO-4856', 'MX-2012-AG1030093-40927'), 
('1', '191.49', 'TEC-CO-3594', 'ES-2012-AA10480139-41250'), 
('3', '11.91', 'OFF-SU-2983', 'CA-2012-CK12595140-41268'), 
('5', '297.18', 'FUR-CH-4699', 'ID-2014-EH1418559-41982'), 
('2', '113.16', 'FUR-FU-4035', 'IN-2015-FO1430527-42076'), 
('9', '155.52', 'OFF-AR-3452', 'IN-2015-JG153107-42350'), 
('1', '459.0', 'FUR-CH-5774', 'SA-2015-LW7125110-42167'), 
('2', '3.65', 'OFF-BI-5645', 'CA-2015-CK12595140-42323'), 
('1', '389.79', 'FUR-BO-5788', 'RS-2014-JL5130108-41977'), 
('1', '168.6', 'TEC-CO-5996', 'IN-2015-JK1573058-42122'), 
('1', '172.98', 'TEC-MA-5498', 'IR-2012-JS594060-41135'), 
('5', '691.64', 'TEC-CO-3599', 'ID-2014-TH2110059-41842'), 
('2', '336.8', 'FUR-TA-3415', 'US-2013-CR1262582-41531'), 
('2', '481.68', 'TEC-CO-5990', 'AG-2015-CC21003-42309'), 
('6', '375.41', 'FUR-CH-5802', 'ID-2014-EM1406559-41730'), 
('4', '173.88', 'OFF-BI-3255', 'ES-2013-SC20020139-41349'), 
('2', '379.04', 'FUR-TA-3354', 'IN-2015-AC104507-42361'), 
('4', '12.13', 'OFF-BI-4336', 'US-2015-CK12595140-42034'), 
('3', '5.64', 'OFF-FA-6129', 'CA-2013-CK12595140-41499'), 
('3', '587.79', 'FUR-BO-5961', 'IN-2013-TB21055113-41562'), 
('3', '415.62', 'OFF-ST-4267', 'MX-2014-AG1052539-41776'), 
('2', '274.68', 'OFF-ST-4259', 'IN-2015-DB136157-42342'), 
('4', '204.62', 'OFF-ST-4056', 'US-2015-EM138255-42232'), 
('1', '74.49', 'FUR-CH-4522', 'EG-2013-RA928538-41488'), 
('5', '244.35', 'OFF-AR-3553', 'ES-2015-AH1021045-42237'), 
('3', '162.4', 'TEC-PH-5832', 'ID-2015-DB1306059-42299'), 
('2', '88.26', 'TEC-AC-5131', 'IN-2015-GM1469527-42163'), 
('2', '130.92', 'FUR-CH-4703', 'TU-2015-KH6690134-42101'), 
('1', '519.33', 'OFF-AP-3575', 'AG-2015-MO78003-42217'), 
('4', '107.82', 'OFF-AR-3526', 'IT-2013-JL1517591-41348'), 
('3', '159.41', 'FUR-BO-5778', 'US-2015-CL1270018-42284'), 
('3', '2.5', 'OFF-BI-2935', 'CA-2013-CK12595140-41466'), 
('2', '3.48', 'FUR-FU-4092', 'CA-2012-CK12595140-41268'), 
('3', '346.32', 'TEC-MA-4211', 'IN-2013-PO1885058-41500'), 
('4', '214.92', 'OFF-ST-6275', 'IN-2015-TS2150527-42286'), 
('3', '103.68', 'FUR-FU-6268', 'MX-2015-SC2069539-42360'), 
('5', '341.6', 'TEC-AC-5206', 'MX-2013-ES1408018-41619'), 
('2', '558.58', 'OFF-AP-4957', 'IT-2015-TC2129548-42115'), 
('5', '656.6', 'OFF-ST-4081', 'MX-2014-MA1756082-41998'), 
('9', '335.58', 'OFF-SU-4994', 'IN-2012-BD115007-41245'), 
('8', '4242.36', 'TEC-PH-5356', 'IN-2013-JK1573059-41574'), 
('3', '186.89', 'TEC-PH-5826', 'ES-2013-SK1999045-41471'), 
('5', '11.12', 'OFF-AR-5312', 'CA-2013-CK12595140-41466'), 
('2', '281.95', 'FUR-CH-5441', 'NI-2014-PJ901595-41767'), 
('2', '12.96', 'OFF-PA-6595', 'US-2014-CK12595140-41797'), 
('3', '149.51', 'FUR-BO-3894', 'US-2015-JD1601536-42071'), 
('5', '221.7', 'TEC-PH-5830', 'MX-2012-SS2087518-41150'), 
('3', '136.14', 'TEC-PH-5829', 'MX-2012-BS1175582-41227'), 
('4', '293.44', 'FUR-FU-3940', 'MX-2013-SL2015518-41445'), 
('6', '304.88', 'OFF-ST-4296', 'ES-2013-AJ10795120-41601'), 
('3', '1202.94', 'FUR-TA-3561', 'CA-2012-CC12610140-41147'), 
('5', '579.95', 'TEC-PH-4381', 'CA-2012-CC12610140-41147'), 
('1', '120.78', 'FUR-CH-4420', 'CA-2014-CC12610140-41923'), 
('4', '444.88', 'TEC-PH-5815', 'MX-2014-JD1606051-41786'), 
('4', '66.62', 'OFF-PA-5886', 'US-2014-RH1949536-41760'), 
('3', '97.92', 'OFF-PA-4176', 'ES-2015-BB1099048-42318'), 
('3', '363.06', 'TEC-MA-5575', 'IN-2014-GH1441058-41865'), 
('1', '295.65', 'TEC-CO-6000', 'IR-2014-HJ487560-41769'), 
('2', '75.69', 'TEC-PH-3150', 'UG-2013-MY7380136-41420'), 
('7', '234.92', 'OFF-BI-3256', 'MX-2015-TG2164093-42181'), 
('7', '213.14', 'OFF-AP-4292', 'CA-2015-CC12610140-42335'), 
('3', '730.62', 'TEC-CO-4568', 'IN-2013-JW1522059-41619'), 
('5', '581.55', 'FUR-FU-4065', 'ES-2015-AJ1078045-42030'), 
('4', '29.12', 'FUR-FU-5174', 'CA-2012-CC12610140-41147'), 
('2', '371.7', 'OFF-AP-4956', 'IN-2015-CM119357-42217'), 
('2', '299.05', 'FUR-CH-4701', 'ID-2015-CS121757-42039'), 
('4', '61.79', 'OFF-ST-4089', 'CA-2013-CC12610140-41485'), 
('5', '384.21', 'TEC-AC-3386', 'IN-2012-RR193157-41081'), 
('1', '387.63', 'FUR-BO-5969', 'MO-2015-ST1053086-42046'), 
('2', '255.84', 'OFF-ST-4057', 'SA-2014-Dl3600110-41903'), 
('6', '307.73', 'FUR-CH-4518', 'ES-2014-JK15370120-41954'), 
('7', '342.51', 'FUR-FU-3931', 'ES-2015-JS15940120-42052'), 
('3', '207.45', 'TEC-AC-5200', 'ES-2013-ML1826514-41359'), 
('4', '284.88', 'OFF-AP-4954', 'SL-2012-SH9975112-40934'), 
('4', '140.74', 'OFF-AR-3515', 'CA-2013-CC12610140-41524'), 
('2', '96.66', 'OFF-PA-5850', 'ES-2013-CD11920120-41419'), 
('4', '252.94', 'TEC-AC-5116', 'IN-2012-MW182357-41052'), 
('6', '109.08', 'OFF-EN-3090', 'IT-2015-TB2117564-42284'), 
('2', '170.78', 'TEC-CO-4778', 'MX-2014-AG1090018-41880'), 
('2', '345.28', 'TEC-AC-3405', 'MX-2012-JK1520539-41068'), 
('3', '90.88', 'FUR-BO-3650', 'CA-2014-CC12610140-41923'), 
('1', '378.45', 'TEC-CO-3609', 'ES-2014-KW16435120-41984'), 
('9', '295.92', 'OFF-EN-5030', 'MX-2014-CS1246051-41948'), 
('5', '249.72', 'FUR-BO-3647', 'US-2014-SC208455-41669'), 
('8', '408.72', 'OFF-BI-2901', 'ES-2015-BF1127548-42363'), 
('2', '170.76', 'TEC-AC-3386', 'IN-2014-CM1193592-41685'), 
('4', '910.75', 'OFF-AP-4744', 'TU-2012-JF5190134-41195'), 
('2', '453.75', 'TEC-MA-5512', 'ES-2013-KM1637545-41518'), 
('1', '153.12', 'TEC-PH-3801', 'BU-2014-MH745519-41670'), 
('3', '340.38', 'FUR-CH-5808', 'MX-2013-KC1667518-41457'), 
('5', '63.3', 'FUR-FU-6258', 'MX-2012-GM1450093-41245'), 
('5', '139.65', 'OFF-AR-3492', 'ES-2013-TS2108545-41409'), 
('4', '354.32', 'FUR-CH-4684', 'MX-2014-JM1558039-41879'), 
('2', '151.94', 'FUR-BO-4847', 'MX-2015-TS2116082-42189'), 
('3', '52.27', 'OFF-AP-4606', 'CA-2015-CC12610140-42335'), 
('7', '194.8', 'FUR-CH-4523', 'IT-2014-BG1174045-41866'), 
('2', '109.38', 'OFF-ST-6274', 'IN-2012-LW16825113-40991'), 
('5', '242.25', 'OFF-ST-4096', 'ES-2015-MG17875139-42244'), 
('3', '593.73', 'OFF-ST-4078', 'IN-2015-JL1523527-42322'), 
('5', '364.65', 'TEC-MA-6145', 'ES-2015-TC21295139-42228'), 
('5', '488.32', 'TEC-CO-3695', 'MX-2015-KC1654018-42166'), 
('5', '78.57', 'OFF-ST-4061', 'ES-2012-ES1402045-41102'), 
('3', '31.09', 'OFF-BI-4835', 'CA-2014-CC12610140-41718'), 
('1', '424.1', 'TEC-PH-5842', 'MX-2015-PS1897051-42195'), 
('2', '368.35', 'FUR-CH-5378', 'MX-2015-JE15715143-42320'), 
('3', '290.13', 'FUR-CH-5794', 'ID-2015-BV11245130-42156'), 
('5', '473.85', 'TEC-MA-4210', 'IN-2015-Co1264088-42365'), 
('2', '166.56', 'FUR-CH-5801', 'IN-2014-FO1430527-41823'), 
('6', '388.16', 'TEC-PH-3132', 'ES-2012-JG1531045-41123'), 
('1', '15.99', 'TEC-PH-4888', 'CA-2014-CC12610140-41923'), 
('3', '259.76', 'TEC-CO-4777', 'MX-2012-LW1721582-40995'), 
('3', '183.36', 'TEC-AC-4166', 'MX-2014-AJ1096036-41803'), 
('4', '199.26', 'TEC-AC-5887', 'ID-2014-EB139307-41676'), 
('4', '455.97', 'OFF-ST-4259', 'IN-2015-NH1861059-42349'), 
('4', '201.48', 'FUR-FU-5738', 'ZA-2014-JK5730146-41886'), 
('7', '203.14', 'FUR-CH-5367', 'MX-2015-NK1849018-42132'), 
('2', '273.66', 'TEC-AC-5897', 'MX-2014-JS1603036-41737'), 
('5', '342.63', 'OFF-AP-3582', 'ES-2014-CH1207045-41996'), 
('2', '348.66', 'TEC-CO-4769', 'ES-2013-JA15970139-41409'), 
('1', '1.94', 'OFF-BI-4348', 'CA-2014-CC12610140-41842'), 
('6', '289.2', 'OFF-AR-3530', 'CA-2012-CR12625140-41060'), 
('1', '153.06', 'TEC-MA-4193', 'IN-2015-NG184307-42322'), 
('2', '294.3', 'TEC-CO-3697', 'IT-2015-VG2179064-42218'), 
('8', '157.44', 'OFF-ST-4250', 'JO-2014-GA472567-41654'), 
('6', '304.38', 'OFF-AR-6107', 'ES-2012-SS2059048-41173'), 
('6', '169.56', 'OFF-BI-3712', 'IZ-2013-BP109561-41492'), 
('2', '186.79', 'TEC-AC-5205', 'IN-2015-DM130157-42347'), 
('3', '397.44', 'FUR-CH-5794', 'IN-2012-HG1496511-41263'), 
('2', '121.78', 'FUR-CH-4427', 'CA-2014-CR12625140-41899'), 
('3', '333.54', 'FUR-FU-3033', 'ES-2013-LT1676545-41415'), 
('7', '416.75', 'TEC-MA-4203', 'IN-2014-LS17200102-41909'), 
('2', '339.69', 'OFF-ST-6262', 'ID-2014-VW2177559-42001'), 
('1', '111.4', 'TEC-MA-4194', 'MX-2015-LE1681082-42075'), 
('6', '218.39', 'OFF-AR-3554', 'ID-2014-MR1754559-41663'), 
('3', '148.32', 'TEC-MA-5494', 'IN-2012-PB19210127-41259'), 
('5', '242.64', 'OFF-AP-3565', 'MX-2015-MC1760536-42283'), 
('6', '237.42', 'OFF-EN-4915', 'EG-2012-AJ79538-41070'), 
('5', '347.44', 'TEC-PH-3797', 'ES-2015-CA1231045-42355'), 
('2', '422.6', 'TEC-MA-6149', 'IN-2014-FW1439559-41836'), 
('4', '575.88', 'FUR-BO-3886', 'IN-2012-MT1807058-41187'), 
('2', '248.82', 'FUR-BO-4854', 'ML-2014-MP817579-41812'), 
('5', '152.51', 'OFF-AP-3863', 'ID-2015-TP2156559-42355'), 
('3', '92.34', 'OFF-SU-4992', 'MX-2012-NR1855039-41086'), 
('4', '462.13', 'OFF-ST-4057', 'ID-2012-DL129257-41240'), 
('5', '253.5', 'TEC-MA-5495', 'ES-2013-RM196758-41391'), 
('1', '48.39', 'OFF-PA-4463', 'CA-2015-CR262523-42063'), 
('3', '19.44', 'OFF-PA-6552', 'US-2012-CR12625140-41143'), 
('8', '381.6', 'TEC-AC-5202', 'MX-2014-RD1990018-41704'), 
('2', '148.5', 'FUR-CH-4525', 'IN-2015-BE1145558-42342'), 
('5', '416.7', 'TEC-MA-5011', 'ES-2014-JE161658-41986'), 
('12', '426.6', 'FUR-CH-4629', 'ID-2015-NR18550102-42078'), 
('6', '291.06', 'OFF-PA-4144', 'IN-2015-HD1478558-42229'), 
('4', '193.68', 'FUR-FU-3025', 'AO-2015-KD63454-42312'), 
('1', '173.82', 'TEC-MA-5545', 'ES-2015-MG182058-42046'), 
('1', '16.05', 'OFF-ST-4063', 'CA-2015-CR262523-42063'), 
('3', '100.92', 'OFF-BI-6383', 'MX-2014-FW1439593-41982'), 
('8', '1295.28', 'TEC-MA-6138', 'IN-2013-RW1963058-41405'), 
('6', '263.54', 'OFF-BI-4816', 'IN-2015-SV2078559-42110'), 
('2', '255.74', 'OFF-ST-5693', 'ES-2015-BD1132045-42041'), 
('2', '20.16', 'OFF-LA-4680', 'CA-2015-CR262523-42063'), 
('2', '395.88', 'OFF-ST-4080', 'SU-2015-JM5250122-42006'), 
('2', '663.88', 'FUR-CH-4654', 'IN-2014-KW1643559-41853'), 
('3', '356.62', 'TEC-PH-5265', 'IN-2014-SP20920130-41808'), 
('3', '251.16', 'FUR-BO-4853', 'MX-2015-BH1171018-42299'), 
('4', '381.76', 'FUR-CH-5449', 'MX-2014-BF1100518-41713'), 
('3', '132.03', 'FUR-FU-3933', 'IN-2015-CM1271558-42208'), 
('4', '194.64', 'OFF-AR-3468', 'ES-2012-TS21370139-40968'), 
('7', '227.64', 'FUR-FU-5737', 'MX-2014-SW2075593-41933'), 
('2', '427.68', 'TEC-CO-5990', 'IN-2012-DO134357-41115'), 
('7', '204.12', 'OFF-BI-3715', 'ES-2014-SP2062064-41975'), 
('3', '45.48', 'OFF-BI-4336', 'CA-2012-CR12625140-41060'), 
('4', '175.92', 'FUR-FU-5728', 'TU-2013-EB4110134-41626'), 
('4', '497.16', 'TEC-CO-4787', 'IN-2013-LS17245113-41563'), 
('5', '81.41', 'OFF-PA-4482', 'IN-2015-MJ177407-42348'), 
('2', '15.6', 'OFF-EN-5025', 'CA-2015-CR262523-42063'), 
